"","A-1155463","A-1210477","A-1331852","Afatinib","Alectinib","AMG-232","APR-246","Axitinib","Bortezomib","Busulfan","Cabozantinib","Ceritinib","Chloroquine","Cisplatin","Cobimetinib","Crizotinib","Cytarabine","Dabrafenib","Dactinomycin","Dasatinib","Daunorubicin","Decitabine","Doxorubicin","Entinostat","Entrectinib","Erlotinib","Etoposide","Everolimus","Foretinib","Gemcitabine","I-BET151","Idasanutlin","Imatinib","Irinotecan","Lapatinib","Larotrectinib","Lorlatinib","Melphalan","Mercaptopurine","Merestinib","Methotrexate","Mitoxantrone","Navitoclax","Nilotinib","Olaparib","Paclitaxel","Palbociclib","Panobinostat","Pazopanib","Ponatinib","Rapamycin (Sirolimus)","Ribociclib","Ruxolitinib","Selinexor","Selitrectinib","Selumetinib","Sorafenib","Staurosporine_drug","Sunitinib","Talazoparib","Tazemetostat","Temozolomide","Temsirolimus","Thioguanine","Thiotepa","Topotecan","Trametinib","Valproic acid","Vandetanib","Vemurafenib","Venetoclax","Vinblastine","Vincristine","Vinorelbine","Vismodegib","Volasertib","Vorinostat"
"INF_R_2111_9M1_V1_DS1",9.361491192,4.723838668,-1.179982065,0,0,11.175526483,-0.139456867,6.63415035,-3.214002756,0,-0.527747836,2.343451325,4.10548575,1.701184276,-2.611562663,-2.135560743,5.303140524,-0.055326488,15.623643477,-2.109935745,-1.944026384,-0.013663144,4.81974966,0.568220869999999,-0.27195752,2.709711257,0.896489292,-0.0670655529999999,2.032484389,5.367646242,5.167477514,5.834046321,1.633723173,-1.373717641,0.00135265,-0.10843724,0.399788322,-0.186096797,0,-0.807035266,-0.368805247,0.19584527,16.986409403,3.007457755,-1.209928844,-2.012338843,-0.405459905,-5.14033917,3.473006433,9.275689241,-3.089809408,-0.54741896,-0.757817509,5.935606915,0.31289009,-3.734993747,2.795912372,6.497340029,1.808320045,1.388996351,-0.04645581,0,-3.010522919,-0.665421577,-0.078678951,6.772903434,-2.864023636,0,0.070202116,2.410222485,1.52719233,-3.268032601,-4.002900116,-1.336318105,0,2.661462985,-1.145252709
"INF_R_2152_0T1_V1_DS2",17.475049287,1.075364813,5.123199175,0,0,-1.609764602,-0.139456867,4.32037535,-16.261333776,0.06350922,-1.898490116,-3.919393705,-2.893722925,-4.554586354,-3.010458333,-7.494450513,-0.0512722960000001,1.656659867,-10.092555148,-7.235646295,-3.212111179,-0.013663144,-2.674575015,-10.48528549,3.09459337,-1.226764873,-0.242879193,-3.592694138,0.511069574,0.525663307,2.789160929,-1.973985349,-0.645404907,-1.373717641,-0.002368535,-0.10843724,-2.674007173,-0.186096797,0.8437977,-4.143574081,-0.368805247,-3.914926015,23.508232173,-0.00993005,-1.506512469,-2.012338843,-0.43006096,-21.24360789,-1.603858587,2.113765736,-5.261265333,-0.320021015,-0.040187709,-7.95854269,0,-5.775639587,-0.275708523,-3.203467456,-2.17864232,-0.553957144,-0.04645581,0,-4.367284669,-1.812818752,-0.078678951,-6.226809721,-18.311241561,0,-0.058531224,0,1.593823005,-3.378347466,-4.773476216,-9.72568794,0,-0.629521065,-10.053590484
"INF_R_1738_1T1_V2_DS1",-3.148051293,-0.0137118619999992,-4.90058045,0.1960203,0,-1.609764602,0.529336483,-1.77167535,-2.498190496,0,-1.898490116,5.81094936,3.841494605,-3.816448499,-9.568239753,-4.326238753,-2.517681561,0.509567147,10.913196192,-7.235646295,1.710809756,-0.013663144,1.95931681,-8.46013641,0.87272961,0.820884707,4.395100732,0.592034152,-3.321824156,1.592775042,-1.256859851,-1.973985349,-0.645404907,2.734860229,0.787153125,-0.10843724,-2.674007173,-0.186096797,0,-4.417434351,-0.368805247,2.025600425,2.326137508,0.54076438,-1.506512469,1.100093067,-0.43006096,-16.3208365,-0.805569677,-5.987018329,-0.413781508,-0.54741896,-0.542318869,-0.000851080000000337,0.33264979,-7.004677547,-0.275708523,3.908803484,-2.39575107,0.275142496,-0.04645581,0,-1.692369649,-1.147646217,-0.078678951,-0.202317816000001,-18.847327301,0,-0.058531224,0.276530395,0,-3.737724386,-4.804396751,-3.770512935,0,-0.629521065,-6.903349564
"INF_R_1588_1T2_V1_DS1",18.024473972,7.124564278,5.941205065,6.197312075,0,13.054328718,3.840069143,1.349088415,3.405893319,0,-1.898490116,6.05433294,0.47947319,-3.680198274,-6.275836048,-4.272851328,-2.726284671,-0.055326488,16.521691257,-5.61733035,1.856464071,-0.013663144,2.02909053,-6.11455018,-0.27195752,1.708164522,-0.381983623,-2.800990673,1.682563739,-1.547968973,3.689686174,4.712683086,-0.645404907,-1.373717641,0.142726655,-0.10843724,2.825985877,-0.186096797,0.144119325,-3.310171601,-0.368805247,-2.581165685,20.384233178,0.001273815,-1.199263159,-2.012338843,-0.43006096,-8.182812465,-1.603858587,0.308916191,-3.699848938,-0.54741896,0.0587394959999999,20.83193488,3.625815105,-4.578961372,3.602651507,3.432657369,2.343897955,3.597102241,-0.04645581,1.202184825,2.206522756,5.637352358,-0.078678951,1.032993119,-9.886575551,0,2.599284861,1.46690764,0.5559163,-4.381685256,-4.846437831,-9.72568794,2.29189191,-0.629521065,-2.118661499
"INF_R_1869_1T1_V1_DS1",-0.791244883,6.141425588,-2.932473115,0,0,7.772600718,0.850901088,3.635520535,-10.576420596,0,3.613634924,4.42863919,-2.5858428,-4.781696724,-0.744797658,-4.495057063,-1.707675146,-0.055326488,6.636618412,-0.53671666,-4.352863524,0.024331231,3.17857179,-5.60165218,-0.268465945,0.543175412,-1.513581533,-1.274558108,4.490360514,0.437776572,-1.327560416,0.503095456,3.527214688,-0.851969981,0.62903495,-0.10843724,-2.346308813,-0.186096797,0,-3.681048681,-0.368805247,0.422850710000001,8.649138468,2.02875249,-1.506512469,-2.012338843,-0.43006096,-13.27635067,1.663477158,4.965248356,-3.031457098,-0.54741896,-0.685221979,2.64541674,0,-6.153544727,3.094577387,6.325670984,2.9753079,1.643879651,1.36081692,0,-1.316479389,-1.652329162,-0.078678951,-5.584143981,-2.664189356,0.300020325,-0.058531224,0.41155386,0,-0.847688796,-3.113018761,-0.90524462,0,-0.629521065,-5.547409574
"INF_R_2009_9T1_V1_DS1",-1.614915918,0.989908203000001,-4.013656265,0.32130845,0.034284075,2.249912428,-0.139456867,-1.77167535,5.021832789,0,-1.898490116,2.211897755,0.288300855,-1.194118514,-6.527958718,-6.771274468,8.703965694,2.955423187,12.522228062,-1.35915623,0.249822716,0.371896656,2.31024726,6.217701345,1.128842165,4.062794632,-1.512328503,7.567398492,-4.140959336,-1.068432468,7.273540464,2.929316176,1.382398328,-1.301565186,-0.002368535,-0.10843724,-2.674007173,-0.186096797,0,-2.788064611,0.688636143,-1.86735437,7.451005468,0.198844535,-1.506512469,-2.012338843,4.226056875,-6.63016048,-0.857753457,1.782232181,8.601021942,-0.054264795,-0.757817509,-0.903513155000001,0.602362365,-1.066714822,-0.275708523,14.767246264,-2.39123116,-0.553957144,-0.04645581,0.19562663,5.710720031,0.275023453,-0.078678951,3.337220379,-12.309214426,0,-0.058531224,2.094933345,0.05711036,-4.117201086,-3.553935871,2.61782868,1.92328216,-0.629521065,0.605775225999999
"INF_R_1585_2T1_V1_DS1",6.403545707,7.254045213,-0.85935104,0,0,5.195176128,-0.139456867,0.95269164,-3.095321716,0,-1.898490116,2.908578765,-1.609682265,5.595662011,-5.326771933,-2.874952618,-1.723435091,-0.020977583,13.695632147,-7.235646295,-1.988990879,-0.013663144,4.945919095,-6.03135567,1.26180242,1.781884347,-0.901412533,-0.338657778,-2.743789541,-1.672143333,2.627640609,0.768568791,-0.636939922,-0.454469081,-0.002368535,-0.10843724,-2.579032488,-0.186096797,0.079894045,-4.020502601,-0.368805247,-3.58337262,11.634957828,1.483360475,-1.506512469,-0.683639678,-0.314742465,-10.334184645,0.342842993,-0.963505704,-1.544371593,-0.54741896,-0.757817509,10.126946255,0,-3.804938947,-0.275708523,1.172409729,-2.40494438,-0.553957144,-0.04645581,0,-1.019486464,-1.359059407,-0.078678951,3.406196044,-12.588029631,0,-0.058531224,0.16695443,0,-3.783383031,-4.824118001,-7.08380286,0,-0.629521065,-5.730012634
"INF_R_2197_9M1_V1_DS1",-7.708342778,5.152525963,-4.90058045,0,0,-1.606397657,-0.139456867,0.69977361,-1.283010621,0,-1.898490116,4.5374024,2.693187255,-2.147263769,-3.625619653,-1.853995048,-3.526573236,-0.055326488,10.623637757,-7.235646295,-7.261986629,-0.013663144,-2.570830805,-8.136503555,-0.09281877,-1.203948288,-1.492675143,-2.836107983,-2.040295146,-1.825790593,0.428454834,-1.973985349,-0.645404907,-1.368031481,-0.002368535,-0.10843724,-0.533420618,-0.186096797,0,-4.417434351,-0.368805247,-3.89446169,4.269817058,-0.00993005,-1.506512469,2.615621077,-0.15692868,-13.735226375,-1.603858587,-1.595339259,-4.793020538,-0.54741896,-0.757817509,9.743755375,0,-6.620629087,-0.275708523,3.080078904,-2.40494438,-0.553957144,-0.04645581,0,-1.559444224,-0.929915702,-0.078678951,4.799778854,-6.754589361,0,-0.058531224,0,0,-3.982713776,-3.141920016,8.5679246,0,1.14245409,-4.651904524
"INF_R_2010_1M4_V1_DS1",3.456636492,9.239933808,1.63295114,0,0,27.677320873,0.883676698,16.375600445,7.334468284,0,1.620199074,9.684255705,5.261881055,10.175251541,12.498057762,-5.899065613,4.403275584,-0.055326488,17.712942432,-7.235646295,7.243738751,2.437890316,6.63306279,4.188749255,0.40364438,4.035956432,8.870908112,1.364612407,3.705766619,8.725638012,0.748230679,27.439222771,-0.645404907,3.048885774,-0.002368535,-0.10843724,-2.005443763,-0.186096797,0,-4.297659391,0.023811728,7.32526479,37.378996108,0.381314075,1.014468121,13.830679147,0.0777058300000001,3.46099033,7.401496893,18.809969896,-2.667688048,-0.54741896,-0.757817509,21.086680705,0.06404054,13.939900543,-0.166509718,5.306566259,2.8519058,6.578249696,-0.04645581,1.500245235,3.111812006,4.664276248,-0.078678951,14.911107994,16.899439904,0.12403712,0.006841331,0.465146155,25.2906599,5.434520989,5.390332079,16.240882745,0,5.726492955,6.870395416
"INF_R_2141_9T1_V1_DS1",-7.364441073,3.925713383,-3.67888095,2.765153125,0,12.285544798,-0.139456867,-1.552998065,-9.089541886,0,-1.898490116,4.74053973,1.391543565,-3.051511094,-9.223519723,-0.048455807999999,6.097343214,-0.055326488,16.618086507,-7.173864685,2.418369926,0.208700166,5.42661088,-3.074576735,0.261420905,1.125699092,2.638347067,-2.661169008,-3.755944781,8.772756622,3.482269804,10.049314476,-0.645404907,8.455576664,1.14639542,-0.10843724,-2.197070293,-0.186096797,0.435231145,-4.379801091,-0.368805247,2.57448273,10.595862333,-0.00993005,0.287389816,8.168320037,3.473102855,-6.2701779,-1.603858587,-4.213335144,-3.288793873,1.05933542,0.868385066,4.39183336,0,-5.463187542,-0.275708523,5.522601449,-2.40494438,4.839776196,0.02249082,0,-2.736940834,6.527148903,-0.078678951,10.635746844,-9.892105276,0,-0.038810364,0,0,-4.147864421,-1.630981006,-0.487928325,0,4.277742005,-1.143934859
"INF_R_2141_1T1_V1_DS1",0.720261202,3.278366128,-0.968167675,1.565507415,0,15.208384773,-0.139456867,-1.77167535,-7.289820326,0,-1.898490116,7.73040042,-0.837024305,8.229331086,-9.430140893,0.416424327000001,4.317138539,-0.055326488,17.544349037,-3.94098956,0.504509691,-0.013663144,3.691970965,-3.105397915,0.41592191,2.903594217,1.974068182,-3.394352763,-2.751817236,4.323940982,4.629851659,8.874481591,-0.645404907,0.450424689,0.5511013,-0.10843724,3.951964177,-0.186096797,0,-4.291314661,-0.368805247,0.779297975,18.843888918,-0.00993005,-0.965743084,6.828643172,-0.20030799,-12.108233495,1.199136248,-5.605719959,-5.261265333,-0.54741896,0.713113511,9.063169265,0,-7.004677547,-0.275708523,12.927175214,-2.40494438,1.335339571,-0.04645581,0,-4.087132184,-1.063195232,-0.078678951,2.993177374,-15.016992636,0,-0.045652674,1.051241065,0.892240075,-4.104981841,-2.043706681,-9.72568794,0,3.523019545,-3.950204589
"INF_R_2198_4M1_V1_DS1",-5.678152418,8.382352858,-4.87403262,0,0,16.885381658,-0.139456867,-1.77167535,6.935248394,0,-0.904718281,-3.200486395,8.2663063,7.034180436,-9.568239753,-6.747918338,15.542866224,-0.055326488,13.993828017,-7.235646295,3.447228501,0.666423876,7.52741247,1.25970037,-0.246339395,-1.106655718,0.920347662,-3.592694138,-4.100968661,3.244522107,12.100579704,15.562145041,0.928559998,9.934896244,0.008652765,-0.10843724,-2.674007173,-0.177844817,0,-2.914689631,-0.368805247,4.55622328,18.314507408,-0.00993005,-0.778215004,0.151106267,-0.176362935,-2.68618668,-1.603858587,-5.987018329,-5.261265333,-0.54741896,-0.757817509,14.078527325,0.005380465,-7.004677547,-0.275708523,-0.867640510999999,-2.40494438,-0.553957144,0.111926565,0,-4.367284669,5.724948313,-0.078678951,14.158713034,-19.254798531,0,-0.058531224,4.198323525,1.86832512,-4.381685256,-1.200637691,-7.516775045,0.04317197,4.93357143,-0.453816739000001
"INF_R_2040_1M1_V1_DS1",9.967344522,8.989944948,3.91750772,1.855101905,0,28.764244878,0.109256553,-0.560280875,-0.826944705999999,0,-1.652248056,6.57005746,6.331005605,-0.299696204,-9.568239753,1.101554837,-1.931903081,-0.055326488,13.913989157,-5.59001324,5.533304601,-0.013663144,13.69441903,-8.864063195,-0.25249375,3.764990042,13.516948652,-2.281159548,-4.140959336,3.103148027,-0.764015511,20.431509866,-0.582723152,5.102370484,-0.002368535,-0.10843724,-2.674007173,-0.186096797,0,-4.417434351,-0.368805247,16.9567389,20.553341008,-0.00993005,1.666765151,-1.911276778,0.2971224,-10.89866107,-1.603858587,-4.524700044,-4.508087173,0.873510565,-0.757817509,22.395425525,0,-6.580330192,-0.275708523,-2.320497436,-2.288491545,8.527033731,-0.04645581,0.53070123,-1.808616849,-0.901225712,-0.078678951,15.576819244,-18.037734496,0,-0.058531224,0.346226555,0.136702535,3.879731969,3.066787229,15.822885615,0,-0.629521065,-1.234075049
"INF_R_601_3M1_V1_DS1",0.248807167,-0.321813671999999,-2.9685271,0.141679645,0.00076447,-1.609764602,-0.139456867,4.34241885,-16.095757806,0,-1.898490116,6.574285515,-2.7107213,7.056700201,-2.250351793,-2.038518713,-3.522301376,-0.055326488,6.130353407,-7.235646295,-4.570319139,-0.013663144,-2.123530445,-4.50952487,1.658578335,1.808263067,-1.513581533,-3.592694138,0.536666374,-1.811366208,2.181251114,-1.973985349,-0.645404907,-1.361161211,-0.002368535,-0.10843724,-1.232651528,-0.186096797,0,-4.417434351,-0.368805247,-3.74562447,20.669930533,0.37698092,-1.506512469,1.010900777,0.0425438850000001,-14.223248705,-1.543152547,1.152548956,-5.261265333,-0.54741896,-0.757817509,-3.073572245,0,-1.403021397,-0.234016063,7.550725949,-2.381388015,0.278458231,-0.04645581,0,-4.367284669,-0.777849152,-0.078678951,6.062573894,3.720914694,0,-0.029489384,3.114495695,2.315928545,-2.935786346,-2.863654471,-0.6508088,0,-0.54048795,-6.263365069
"INF_R_1477_6T1_V1_DS1",-7.708342778,3.569480428,-4.90058045,0.061908735,0,3.762649878,-0.139456867,0.913743275,0.0144312090000014,0,-1.898490116,7.16155729,0.91714316,5.067027881,-6.501783053,1.722108082,2.108474069,-0.055326488,0.145428652000001,-7.235646295,5.641096341,-0.013663144,7.70312231,0.705683919999998,0.85881926,1.336092292,2.158835792,-3.592694138,-4.113932816,1.313702617,23.189933589,15.528873436,-0.645404907,-0.380410101,6.06337942,-0.10843724,-2.674007173,-0.186096797,0,-2.307212706,-0.368805247,4.915796,17.379041283,0.1327416,2.579518231,-2.012338843,0.10123639,-4.003473765,-0.824287852,-0.0487773640000002,1.563171012,-0.54741896,0.757709321,-7.95854269,NA,-2.090810867,2.595364232,16.613808569,1.17659233,-0.553957144,-0.04645581,0,8.255713701,-1.625900832,0.192606294,6.416441434,-8.530742596,2.37503982,2.694701391,5.054989805,1.981089905,-4.381685256,3.243352434,-9.0341291,1.719118795,-0.629521065,5.560246271
"INF_R_1508_1M1_V1_DS1",12.320571647,8.436351423,-1.971374935,0,0,22.045997483,0.995498998,9.016543835,0.489075503999999,0,-1.152365406,11.171707735,-1.313124485,2.109716916,-0.0668955479999997,3.118291337,16.303294554,0.047290672,22.080618307,-3.308259835,11.530110466,3.283054211,11.58774693,-0.184202775000001,4.03998265,-0.376600758,15.668157487,8.575248987,4.218854224,23.531989482,12.033251639,21.357193006,2.215851998,9.664770344,0.06104182,-0.10843724,-2.070078548,-0.186096797,1.83746775,-4.247899401,-0.368805247,16.33922708,16.771899663,5.14939393,7.256727126,16.254620722,5.242148115,-2.368993555,3.838631683,8.592107796,3.309607817,3.44858905,-0.710880724,17.20729516,0,-1.304193652,1.184577587,3.320243684,-1.57828762,15.405502081,-0.04645581,0.04458996,6.284656126,6.327420503,-0.078678951,18.391905524,-5.847562336,0,-0.058531224,0,0.136152975,9.251873029,9.951081899,13.51630548,0.034534635,12.49329482,2.992097121
"INF_R_2055_0T1_V1_DS1",0.0336956669999999,2.346813598,-3.770297035,1.78473711,0,12.103560598,-0.139456867,4.557803835,-5.961548806,0,-1.898490116,5.8807788,3.275871755,12.347041601,1.052451202,9.227823222,1.227609839,-0.055326488,10.230298602,-7.129441335,2.208139986,2.984572616,6.583560715,-2.718847975,1.316590795,2.174319112,3.047467322,-3.592694138,2.087756059,1.383970482,1.146098644,14.283188581,-0.458908887,2.782196394,-0.00142251,4.92854207,-2.311162863,-0.186096797,0.92136871,-4.187938621,-0.368805247,2.08051036,17.923478743,2.10428825,3.321656881,0.970950047,3.871838585,-6.60553345,-1.231434352,1.577202316,-5.261265333,-0.54741896,-0.757817509,3.421763485,0,7.250408628,-0.275708523,3.445131009,-2.363707115,3.759763681,-0.04645581,0,-4.310892839,7.189026088,-0.078678951,10.920133759,5.720188744,0,-0.058531224,2.52811714,4.568347925,-4.245592471,2.600781904,-4.85209825,0,0.16528162,-8.825500174
"INF_R_1493_1M1_V1_DS1",4.201974857,12.407793448,-4.646315015,3.735797825,0,26.516721388,5.320847788,11.131683605,-0.214272841,0,-1.882026141,8.942447915,-2.344465785,9.038736051,10.202045417,4.043410817,9.618796604,-0.055326488,15.768976007,-7.235646295,7.340184791,2.181628561,9.183615935,-0.251693985000001,0.62753069,6.274507497,8.731933482,7.701226942,3.766633514,15.554934387,3.125941029,21.815151536,0.870657013,10.668868929,2.36907472,-0.10843724,-2.674007173,-0.186096797,0,-4.417434351,-0.368805247,11.83074187,18.413626528,0.37784667,-1.328647734,10.559415202,0.468901255,-8.12113043,6.319105213,8.740178166,-2.678918893,-0.54741896,-0.757817509,16.153241745,0,4.870688168,-0.275708523,7.760585174,5.039019315,7.523650586,-0.04645581,0.259642595,-0.944464189,-1.184825227,1.067982379,26.317541714,8.820401239,1.436714245,-0.058531224,0.00028905,0,9.924287314,4.301265044,1.694090205,0,3.56486923,5.496047586
"INF_R_663_6M1_V1_DS1",0.931437621999999,3.535218388,-3.101971065,0.47783187,0,14.493055273,-0.139456867,-1.571364105,-2.172625976,0,-1.898490116,-1.318077595,-2.79465928,-4.815607464,-8.208018278,-3.788502603,-1.345067031,2.714416957,14.412959922,-7.203297885,0.507042481,-0.013663144,0.5200441,-6.2144766,-0.27195752,3.234225867,-1.503549893,2.161515787,-3.937826886,-1.825790593,3.252063909,8.840128701,-0.645404907,-1.179276896,-0.002368535,-0.10843724,-0.896989563,-0.186096797,0,-4.417434351,-0.368805247,2.944411685,8.676657433,0.04344027,-1.506512469,-1.993180943,-0.42861667,-13.768335455,-1.603858587,-4.772861899,0.571990887,-0.54741896,-0.757817509,9.98601229,0,-6.117009427,-0.275708523,12.164755334,-1.90864779,-0.553957144,0.293304535,0,4.258777151,2.242461388,1.147619429,-0.571314511000001,-17.212912041,0,0.458516861,2.097931355,0.48887825,-4.381685256,-4.455801976,-8.36149528,0,0.74935527,-3.329957899
